slots,handler,retail_address,audit_class,source_kind,source_path,source_line,native_generated_stub,native_authored_stub,direct_generated_stub_calls,direct_authored_stub_calls,mips_comparison,retail_size,current_size,relocation_checks,source_conditionals,source_markers,detail
FEC3,func_8009E014,0x8009E014,RETAIL_MIPS_MATCH,c,src/field/main/misc6.c,197,False,False,,,match,44,44,2,,,normalized instructions and relocation targets match
FEC4,func_8009DF78,0x8009DF78,RETAIL_MIPS_MATCH,c,src/field/main/misc6.c,186,False,False,,,match,156,156,6,,,normalized instructions and relocation targets match
FEC5,func_80086F7C,0x80086F7C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,69,False,False,,,match,84,84,4,,,normalized instructions and relocation targets match
FEC6,func_8008BC80,0x8008BC80,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1767,False,False,,,size_mismatch,344,320,0,,,matching comparison: size_mismatch; current=320 retail=344
FEC7,func_800882B8,0x800882B8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,523,False,False,,,size_mismatch,168,160,0,,,matching comparison: size_mismatch; current=160 retail=168
FEC8,func_80088CF8,0x80088CF8,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,812,False,False,,,match,32,32,1,,,normalized instructions and relocation targets match
FEC9,func_80088D18,0x80088D18,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,816,False,False,,,match,32,32,1,,,normalized instructions and relocation targets match
FECA,func_800A0EE8,0x800A0EE8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc6.c,1364,False,False,,,size_mismatch,240,236,0,,,matching comparison: size_mismatch; current=236 retail=240
FECB,func_800A0EB0,0x800A0EB0,RETAIL_MIPS_MATCH,c,src/field/main/misc6.c,1354,False,False,,,match,56,56,8,,,normalized instructions and relocation targets match
FECC,func_800A0E54,0x800A0E54,RETAIL_MIPS_MATCH,c,src/field/main/misc6.c,1343,False,False,,,match,92,92,9,,,normalized instructions and relocation targets match
FECD,func_800A0DFC,0x800A0DFC,RETAIL_MIPS_MATCH,c,src/field/main/misc6.c,1336,False,False,,,match,88,88,5,,,normalized instructions and relocation targets match
FECE,func_800A0DC0,0x800A0DC0,C_NONMATCHING_UNPROVEN,c,src/field/main/misc6.c,1331,False,False,,,code_mismatch,60,60,1,,,matching comparison: code_mismatch; relative=0x10 current=3c040000 retail=3c030000 mask=ffff0000
FECF,func_80093888,0x80093888,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,877,False,False,,,match,168,168,19,,,normalized instructions and relocation targets match
FED0,func_8008764C,0x8008764C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,220,False,False,,,size_mismatch,436,344,0,,,matching comparison: size_mismatch; current=344 retail=436
FED1,func_8008754C,0x8008754C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,209,False,False,,,match,52,52,4,,,normalized instructions and relocation targets match
FED2,func_8008752C,0x8008752C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,205,False,False,,,match,32,32,2,,,normalized instructions and relocation targets match
FED3,func_80087420,0x80087420,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,175,False,False,,,match,268,268,12,,,normalized instructions and relocation targets match
FED4,func_80086FD0,0x80086FD0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,74,False,False,,,match,376,376,27,,,normalized instructions and relocation targets match
FED5,func_80087960,0x80087960,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,287,False,False,,,match,112,112,10,,,normalized instructions and relocation targets match
FED6,func_800879D0,0x800879D0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,293,False,False,,,match,112,112,10,,,normalized instructions and relocation targets match
FED7,func_80087AB8,0x80087AB8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,313,False,False,,,size_mismatch,164,152,0,,,matching comparison: size_mismatch; current=152 retail=164
FED8,func_80087A40,0x80087A40,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,301,False,False,,,code_mismatch,60,60,2,,,matching comparison: code_mismatch; relative=0x8 current=3c020000 retail=3c030000 mask=ffff0000
FED9,func_80087A7C,0x80087A7C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,308,False,False,,,code_mismatch,60,60,2,,,matching comparison: code_mismatch; relative=0x8 current=3c020000 retail=3c030000 mask=ffff0000
FEDA,func_80093790,0x80093790,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,846,False,False,,,match,80,80,12,,,normalized instructions and relocation targets match
FEDB,FieldScriptVMHandlerRestoreCharacterHpAndMp,0x80097200,RETAIL_MIPS_MATCH,c,src/field/party/stats.c,180,False,False,,,match,100,100,5,,,normalized instructions and relocation targets match
FEDC,func_800873C4,0x800873C4,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,170,False,False,,,match,92,92,6,,,normalized instructions and relocation targets match
FEDD,func_800871B0,0x800871B0,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,124,False,False,,,size_mismatch,532,508,0,,,matching comparison: size_mismatch; current=508 retail=532
FEDE,func_80087148,0x80087148,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,109,False,False,,,size_mismatch,104,112,0,,,matching comparison: size_mismatch; current=112 retail=104
FEDF,func_80086E1C,0x80086E1C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,41,False,False,,,match,352,352,25,,,normalized instructions and relocation targets match
FEE0,func_80086DE0,0x80086DE0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,34,False,False,,,match,60,60,6,,,normalized instructions and relocation targets match
FEE1,FieldScriptCopyGear,0x80087580,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,214,False,False,,,match,204,204,6,,,normalized instructions and relocation targets match
FEE2,func_80086D4C,0x80086D4C,RETAIL_MIPS_MATCH,c,src/field/main/misc8.c,3481,False,False,,,match,64,64,5,,,normalized instructions and relocation targets match
